snapshot_path,repo_commit,file_path,pylint_score,pylint_msgs,radon_cc_total,bandit_issues_count
snapshots\f5817c24f44aa90188757ddca1e5e63ba6f5df75\tests\utils_tests\test_functional.py,snapshots,f5817c24f44aa90188757ddca1e5e63ba6f5df75\tests\utils_tests\test_functional.py,,1,0,0
snapshots\f5772de69679efb54129ac1cbca3579b512778af\tests\runtests.py,snapshots,f5772de69679efb54129ac1cbca3579b512778af\tests\runtests.py,,1,0,0
snapshots\f5817c24f44aa90188757ddca1e5e63ba6f5df75\django\utils\functional.py,snapshots,f5817c24f44aa90188757ddca1e5e63ba6f5df75\django\utils\functional.py,,1,0,0
snapshots\f5772de69679efb54129ac1cbca3579b512778af\tests\mail\tests.py,snapshots,f5772de69679efb54129ac1cbca3579b512778af\tests\mail\tests.py,,1,0,0
snapshots\f5772de69679efb54129ac1cbca3579b512778af\tests\test_runner\tests.py,snapshots,f5772de69679efb54129ac1cbca3579b512778af\tests\test_runner\tests.py,,1,0,0
snapshots\f5772de69679efb54129ac1cbca3579b512778af\tests\model_fields\test_filefield.py,snapshots,f5772de69679efb54129ac1cbca3579b512778af\tests\model_fields\test_filefield.py,,1,0,0
snapshots\f5772de69679efb54129ac1cbca3579b512778af\tests\model_enums\tests.py,snapshots,f5772de69679efb54129ac1cbca3579b512778af\tests\model_enums\tests.py,,1,0,0
snapshots\f5772de69679efb54129ac1cbca3579b512778af\tests\test_runner\test_debug_sql.py,snapshots,f5772de69679efb54129ac1cbca3579b512778af\tests\test_runner\test_debug_sql.py,,1,0,0
snapshots\f5772de69679efb54129ac1cbca3579b512778af\tests\test_runner\test_parallel.py,snapshots,f5772de69679efb54129ac1cbca3579b512778af\tests\test_runner\test_parallel.py,,1,0,0
snapshots\f5772de69679efb54129ac1cbca3579b512778af\tests\test_runner\test_discover_runner.py,snapshots,f5772de69679efb54129ac1cbca3579b512778af\tests\test_runner\test_discover_runner.py,,1,0,0
snapshots\f5772de69679efb54129ac1cbca3579b512778af\tests\test_utils\tests.py,snapshots,f5772de69679efb54129ac1cbca3579b512778af\tests\test_utils\tests.py,,1,0,0
snapshots\f5772de69679efb54129ac1cbca3579b512778af\tests\utils_tests\test_functional.py,snapshots,f5772de69679efb54129ac1cbca3579b512778af\tests\utils_tests\test_functional.py,,1,0,0
snapshots\f5772de69679efb54129ac1cbca3579b512778af\tests\utils_tests\test_dateparse.py,snapshots,f5772de69679efb54129ac1cbca3579b512778af\tests\utils_tests\test_dateparse.py,,1,0,0
snapshots\f5772de69679efb54129ac1cbca3579b512778af\tests\view_tests\tests\test_debug.py,snapshots,f5772de69679efb54129ac1cbca3579b512778af\tests\view_tests\tests\test_debug.py,,1,0,0
snapshots\f5772de69679efb54129ac1cbca3579b512778af\django\db\migrations\serializer.py,snapshots,f5772de69679efb54129ac1cbca3579b512778af\django\db\migrations\serializer.py,,1,0,0
snapshots\f5772de69679efb54129ac1cbca3579b512778af\django\test\testcases.py,snapshots,f5772de69679efb54129ac1cbca3579b512778af\django\test\testcases.py,,1,0,0
snapshots\f5772de69679efb54129ac1cbca3579b512778af\django\test\runner.py,snapshots,f5772de69679efb54129ac1cbca3579b512778af\django\test\runner.py,,1,0,0
snapshots\f5772de69679efb54129ac1cbca3579b512778af\django\views\debug.py,snapshots,f5772de69679efb54129ac1cbca3579b512778af\django\views\debug.py,,1,0,0
snapshots\f5772de69679efb54129ac1cbca3579b512778af\django\db\models\enums.py,snapshots,f5772de69679efb54129ac1cbca3579b512778af\django\db\models\enums.py,,1,0,0
snapshots\f55f3ce831fa885dfef0b222c254bb4bf3ca99ef\django\contrib\admin\sites.py,snapshots,f55f3ce831fa885dfef0b222c254bb4bf3ca99ef\django\contrib\admin\sites.py,,1,0,0
snapshots\f5772de69679efb54129ac1cbca3579b512778af\django\db\models\fields\files.py,snapshots,f5772de69679efb54129ac1cbca3579b512778af\django\db\models\fields\files.py,,1,0,0
snapshots\f5441e42da691ee2e7aeeb9be70f98e2bce6d17d\tests\queries\test_bulk_update.py,snapshots,f5441e42da691ee2e7aeeb9be70f98e2bce6d17d\tests\queries\test_bulk_update.py,,1,0,0
snapshots\f5233dce309543c826224be9dfa9c9f4f855f73c\tests\prefetch_related\tests.py,snapshots,f5233dce309543c826224be9dfa9c9f4f855f73c\tests\prefetch_related\tests.py,,1,0,0
snapshots\f5233dce309543c826224be9dfa9c9f4f855f73c\django\db\models\fields\related_descriptors.py,snapshots,f5233dce309543c826224be9dfa9c9f4f855f73c\django\db\models\fields\related_descriptors.py,,1,0,0
snapshots\f51a792c414166c8745657856cb50ed8a134e2b0\django\contrib\gis\gdal\libgdal.py,snapshots,f51a792c414166c8745657856cb50ed8a134e2b0\django\contrib\gis\gdal\libgdal.py,,1,0,0
snapshots\f50184a84b885f4474d5030af968195219a360b9\tests\gis_tests\test_geoip2.py,snapshots,f50184a84b885f4474d5030af968195219a360b9\tests\gis_tests\test_geoip2.py,,1,0,0
snapshots\f50184a84b885f4474d5030af968195219a360b9\django\contrib\gis\geoip2.py,snapshots,f50184a84b885f4474d5030af968195219a360b9\django\contrib\gis\geoip2.py,,1,0,0
snapshots\f5197be818dfcb0d58d6e5f7cc44ec5343010b58\tests\admin_widgets\tests.py,snapshots,f5197be818dfcb0d58d6e5f7cc44ec5343010b58\tests\admin_widgets\tests.py,,1,0,0
snapshots\f5197be818dfcb0d58d6e5f7cc44ec5343010b58\tests\admin_views\tests.py,snapshots,f5197be818dfcb0d58d6e5f7cc44ec5343010b58\tests\admin_views\tests.py,,1,0,0
snapshots\f4f2afeb457429f55d6325ed557f8e92a74ee028\tests\queries\test_explain.py,snapshots,f4f2afeb457429f55d6325ed557f8e92a74ee028\tests\queries\test_explain.py,,1,0,0
snapshots\f4e72e6523e6968d9628dfbff914ab57dbf19e6b\django\test\runner.py,snapshots,f4e72e6523e6968d9628dfbff914ab57dbf19e6b\django\test\runner.py,,1,0,0
snapshots\f4e592e3837f0625bf5327cc8ce8444279b4deb3\tests\timezones\tests.py,snapshots,f4e592e3837f0625bf5327cc8ce8444279b4deb3\tests\timezones\tests.py,,1,0,0
snapshots\f4f2afeb457429f55d6325ed557f8e92a74ee028\django\db\models\sql\compiler.py,snapshots,f4f2afeb457429f55d6325ed557f8e92a74ee028\django\db\models\sql\compiler.py,,1,0,0
snapshots\f4e72e6523e6968d9628dfbff914ab57dbf19e6b\django\test\testcases.py,snapshots,f4e72e6523e6968d9628dfbff914ab57dbf19e6b\django\test\testcases.py,,1,0,0
snapshots\f4c597346453c44769726d2ac061fbc028b2fd5b\tests\gis_tests\gdal_tests\test_geom.py,snapshots,f4c597346453c44769726d2ac061fbc028b2fd5b\tests\gis_tests\gdal_tests\test_geom.py,,1,0,0
snapshots\f4c597346453c44769726d2ac061fbc028b2fd5b\django\contrib\gis\gdal\geometries.py,snapshots,f4c597346453c44769726d2ac061fbc028b2fd5b\django\contrib\gis\gdal\geometries.py,,1,0,0
snapshots\f4a08b6ddfcacadfe9ff8364bf1c6c54f5dd370f\tests\asgi\tests.py,snapshots,f4a08b6ddfcacadfe9ff8364bf1c6c54f5dd370f\tests\asgi\tests.py,,1,0,0
snapshots\f4b06a3cc1e54888ff86f36a1f9a3ddf21292314\django\urls\resolvers.py,snapshots,f4b06a3cc1e54888ff86f36a1f9a3ddf21292314\django\urls\resolvers.py,,1,0,0
snapshots\f4b06a3cc1e54888ff86f36a1f9a3ddf21292314\tests\urlpatterns_reverse\tests.py,snapshots,f4b06a3cc1e54888ff86f36a1f9a3ddf21292314\tests\urlpatterns_reverse\tests.py,,1,0,0
snapshots\f480d5d3ed8234aea876f7eaf8a9154e5bf09d16\django\forms\models.py,snapshots,f480d5d3ed8234aea876f7eaf8a9154e5bf09d16\django\forms\models.py,,1,0,0
snapshots\f480d5d3ed8234aea876f7eaf8a9154e5bf09d16\tests\model_forms\test_uuid.py,snapshots,f480d5d3ed8234aea876f7eaf8a9154e5bf09d16\tests\model_forms\test_uuid.py,,1,0,0
snapshots\f47fec31f8b51ad8fdc0a5d6805d0130f8700ca8\django\db\backends\sqlite3\features.py,snapshots,f47fec31f8b51ad8fdc0a5d6805d0130f8700ca8\django\db\backends\sqlite3\features.py,,1,0,0
snapshots\f479df7f8d03ab767bb5e5d655243191087d6432\tests\bulk_create\tests.py,snapshots,f479df7f8d03ab767bb5e5d655243191087d6432\tests\bulk_create\tests.py,,1,0,0
snapshots\f479df7f8d03ab767bb5e5d655243191087d6432\tests\datetimes\tests.py,snapshots,f479df7f8d03ab767bb5e5d655243191087d6432\tests\datetimes\tests.py,,1,0,0
snapshots\f479df7f8d03ab767bb5e5d655243191087d6432\tests\dates\tests.py,snapshots,f479df7f8d03ab767bb5e5d655243191087d6432\tests\dates\tests.py,,1,0,0
snapshots\f479df7f8d03ab767bb5e5d655243191087d6432\tests\delete\tests.py,snapshots,f479df7f8d03ab767bb5e5d655243191087d6432\tests\delete\tests.py,,1,0,0
snapshots\f479df7f8d03ab767bb5e5d655243191087d6432\tests\distinct_on_fields\tests.py,snapshots,f479df7f8d03ab767bb5e5d655243191087d6432\tests\distinct_on_fields\tests.py,,1,0,0
snapshots\f479df7f8d03ab767bb5e5d655243191087d6432\tests\invalid_models_tests\test_models.py,snapshots,f479df7f8d03ab767bb5e5d655243191087d6432\tests\invalid_models_tests\test_models.py,,1,0,0
snapshots\f479df7f8d03ab767bb5e5d655243191087d6432\tests\model_fields\test_foreignkey.py,snapshots,f479df7f8d03ab767bb5e5d655243191087d6432\tests\model_fields\test_foreignkey.py,,1,0,0
snapshots\f479df7f8d03ab767bb5e5d655243191087d6432\tests\model_fields\test_manytomanyfield.py,snapshots,f479df7f8d03ab767bb5e5d655243191087d6432\tests\model_fields\test_manytomanyfield.py,,1,0,0
snapshots\f479df7f8d03ab767bb5e5d655243191087d6432\tests\model_indexes\tests.py,snapshots,f479df7f8d03ab767bb5e5d655243191087d6432\tests\model_indexes\tests.py,,1,0,0
snapshots\f479df7f8d03ab767bb5e5d655243191087d6432\tests\queries\tests.py,snapshots,f479df7f8d03ab767bb5e5d655243191087d6432\tests\queries\tests.py,,1,0,0
snapshots\f479df7f8d03ab767bb5e5d655243191087d6432\django\db\models\base.py,snapshots,f479df7f8d03ab767bb5e5d655243191087d6432\django\db\models\base.py,,1,0,0
snapshots\f479df7f8d03ab767bb5e5d655243191087d6432\tests\schema\fields.py,snapshots,f479df7f8d03ab767bb5e5d655243191087d6432\tests\schema\fields.py,,1,0,0
snapshots\f479df7f8d03ab767bb5e5d655243191087d6432\tests\validation\models.py,snapshots,f479df7f8d03ab767bb5e5d655243191087d6432\tests\validation\models.py,,1,0,0
snapshots\f479df7f8d03ab767bb5e5d655243191087d6432\django\db\models\indexes.py,snapshots,f479df7f8d03ab767bb5e5d655243191087d6432\django\db\models\indexes.py,,1,0,0
snapshots\f479df7f8d03ab767bb5e5d655243191087d6432\tests\db_functions\datetime\test_extract_trunc.py,snapshots,f479df7f8d03ab767bb5e5d655243191087d6432\tests\db_functions\datetime\test_extract_trunc.py,,1,0,0
snapshots\f479df7f8d03ab767bb5e5d655243191087d6432\django\db\models\query.py,snapshots,f479df7f8d03ab767bb5e5d655243191087d6432\django\db\models\query.py,,1,0,0
snapshots\f479df7f8d03ab767bb5e5d655243191087d6432\django\db\models\fields\__init__.py,snapshots,f479df7f8d03ab767bb5e5d655243191087d6432\django\db\models\fields\__init__.py,,1,0,0
snapshots\f479df7f8d03ab767bb5e5d655243191087d6432\django\db\models\fields\related.py,snapshots,f479df7f8d03ab767bb5e5d655243191087d6432\django\db\models\fields\related.py,,1,0,0
snapshots\f479df7f8d03ab767bb5e5d655243191087d6432\django\db\models\functions\datetime.py,snapshots,f479df7f8d03ab767bb5e5d655243191087d6432\django\db\models\functions\datetime.py,,1,0,0
snapshots\f476c8847a0bf1a4e20becfb3dc66f4da0dbf579\tests\asgi\tests.py,snapshots,f476c8847a0bf1a4e20becfb3dc66f4da0dbf579\tests\asgi\tests.py,,1,0,0
snapshots\f479df7f8d03ab767bb5e5d655243191087d6432\django\db\models\sql\query.py,snapshots,f479df7f8d03ab767bb5e5d655243191087d6432\django\db\models\sql\query.py,,1,0,0
snapshots\f46a6b2816819ed12d4d0150c99d66920070ca15\tests\gis_tests\geoapp\tests.py,snapshots,f46a6b2816819ed12d4d0150c99d66920070ca15\tests\gis_tests\geoapp\tests.py,,1,0,0
snapshots\f46a6b2816819ed12d4d0150c99d66920070ca15\tests\gis_tests\relatedapp\tests.py,snapshots,f46a6b2816819ed12d4d0150c99d66920070ca15\tests\gis_tests\relatedapp\tests.py,,1,0,0
snapshots\f4680a112d01d85540411673eade31f37712d0a6\tests\update\models.py,snapshots,f4680a112d01d85540411673eade31f37712d0a6\tests\update\models.py,,1,0,0
snapshots\f46a6b2816819ed12d4d0150c99d66920070ca15\tests\gis_tests\geoapp\models.py,snapshots,f46a6b2816819ed12d4d0150c99d66920070ca15\tests\gis_tests\geoapp\models.py,,1,0,0
snapshots\f46a6b2816819ed12d4d0150c99d66920070ca15\django\contrib\gis\geos\prototypes\io.py,snapshots,f46a6b2816819ed12d4d0150c99d66920070ca15\django\contrib\gis\geos\prototypes\io.py,,1,0,0
snapshots\f4680a112d01d85540411673eade31f37712d0a6\tests\update\tests.py,snapshots,f4680a112d01d85540411673eade31f37712d0a6\tests\update\tests.py,,1,0,0
snapshots\f4680a112d01d85540411673eade31f37712d0a6\django\db\backends\mysql\features.py,snapshots,f4680a112d01d85540411673eade31f37712d0a6\django\db\backends\mysql\features.py,,1,0,0
snapshots\f42ccdd835e5b3f0914b5e6f87621c648136ea36\django\db\models\expressions.py,snapshots,f42ccdd835e5b3f0914b5e6f87621c648136ea36\django\db\models\expressions.py,,1,0,0
snapshots\f42ccdd835e5b3f0914b5e6f87621c648136ea36\tests\lookup\tests.py,snapshots,f42ccdd835e5b3f0914b5e6f87621c648136ea36\tests\lookup\tests.py,,1,0,0
snapshots\f42ccdd835e5b3f0914b5e6f87621c648136ea36\django\db\models\lookups.py,snapshots,f42ccdd835e5b3f0914b5e6f87621c648136ea36\django\db\models\lookups.py,,1,0,0
snapshots\f42ccdd835e5b3f0914b5e6f87621c648136ea36\django\db\models\fields\related_lookups.py,snapshots,f42ccdd835e5b3f0914b5e6f87621c648136ea36\django\db\models\fields\related_lookups.py,,1,0,0
snapshots\f42ccdd835e5b3f0914b5e6f87621c648136ea36\django\db\models\sql\query.py,snapshots,f42ccdd835e5b3f0914b5e6f87621c648136ea36\django\db\models\sql\query.py,,1,0,0
snapshots\f42b89f1bf49a5b89ed852b60f79342320a81c5e\tests\deprecation\test_deprecate_posargs.py,snapshots,f42b89f1bf49a5b89ed852b60f79342320a81c5e\tests\deprecation\test_deprecate_posargs.py,,1,0,0
snapshots\f42ccdd835e5b3f0914b5e6f87621c648136ea36\django\db\models\sql\where.py,snapshots,f42ccdd835e5b3f0914b5e6f87621c648136ea36\django\db\models\sql\where.py,,1,0,0
snapshots\f42ccdd835e5b3f0914b5e6f87621c648136ea36\django\db\backends\oracle\operations.py,snapshots,f42ccdd835e5b3f0914b5e6f87621c648136ea36\django\db\backends\oracle\operations.py,,1,0,0
snapshots\f42b89f1bf49a5b89ed852b60f79342320a81c5e\django\utils\deprecation.py,snapshots,f42b89f1bf49a5b89ed852b60f79342320a81c5e\django\utils\deprecation.py,,1,0,0
snapshots\f3f9d03edf17ccfa17263c7efa0b1350d1ac9278\tests\schema\tests.py,snapshots,f3f9d03edf17ccfa17263c7efa0b1350d1ac9278\tests\schema\tests.py,,1,0,0
snapshots\f3d10546a850df4fe3796f972d5b7e16adf52f54\django\db\models\sql\query.py,snapshots,f3d10546a850df4fe3796f972d5b7e16adf52f54\django\db\models\sql\query.py,,1,0,0
snapshots\f3f9d03edf17ccfa17263c7efa0b1350d1ac9278\django\db\backends\postgresql\schema.py,snapshots,f3f9d03edf17ccfa17263c7efa0b1350d1ac9278\django\db\backends\postgresql\schema.py,,1,0,0
snapshots\f3d10546a850df4fe3796f972d5b7e16adf52f54\django\db\models\expressions.py,snapshots,f3d10546a850df4fe3796f972d5b7e16adf52f54\django\db\models\expressions.py,,1,0,0
snapshots\f3d10546a850df4fe3796f972d5b7e16adf52f54\django\db\models\sql\where.py,snapshots,f3d10546a850df4fe3796f972d5b7e16adf52f54\django\db\models\sql\where.py,,1,0,0
snapshots\f3cd252cfc46c0c7d66e765818dd3dadf60d4d0e\tests\forms_tests\tests\test_formsets.py,snapshots,f3cd252cfc46c0c7d66e765818dd3dadf60d4d0e\tests\forms_tests\tests\test_formsets.py,,1,0,0
snapshots\f3cd252cfc46c0c7d66e765818dd3dadf60d4d0e\django\forms\formsets.py,snapshots,f3cd252cfc46c0c7d66e765818dd3dadf60d4d0e\django\forms\formsets.py,,1,0,0
snapshots\f3bf6c4218404479f7841e0af213d5db65913278\django\http\response.py,snapshots,f3bf6c4218404479f7841e0af213d5db65913278\django\http\response.py,,1,0,0
snapshots\f3bf6c4218404479f7841e0af213d5db65913278\tests\responses\test_cookie.py,snapshots,f3bf6c4218404479f7841e0af213d5db65913278\tests\responses\test_cookie.py,,1,0,0
snapshots\f3a06b06b59b3d24d5c2c14a34a8051879203c45\django\contrib\admin\helpers.py,snapshots,f3a06b06b59b3d24d5c2c14a34a8051879203c45\django\contrib\admin\helpers.py,,1,0,0
snapshots\f39f12030277915f20011f48a0f5eb0d486943b6\tests\runtests.py,snapshots,f39f12030277915f20011f48a0f5eb0d486943b6\tests\runtests.py,,1,0,0
snapshots\f39f12030277915f20011f48a0f5eb0d486943b6\django\utils\deprecation.py,snapshots,f39f12030277915f20011f48a0f5eb0d486943b6\django\utils\deprecation.py,,1,0,0
snapshots\f39634ff229887bf7790c069d0c411b38494ca38\django\db\backends\oracle\operations.py,snapshots,f39634ff229887bf7790c069d0c411b38494ca38\django\db\backends\oracle\operations.py,,1,0,0
snapshots\f38c3cbadcb2b1bf77057cdbe89b06ca7bb71016\tests\gis_tests\gdal_tests\test_ds.py,snapshots,f38c3cbadcb2b1bf77057cdbe89b06ca7bb71016\tests\gis_tests\gdal_tests\test_ds.py,,1,0,0
snapshots\f387d024fc75569d2a4a338bfda76cc2f328f627\tests\expressions_window\models.py,snapshots,f387d024fc75569d2a4a338bfda76cc2f328f627\tests\expressions_window\models.py,,1,0,0
snapshots\f38c3cbadcb2b1bf77057cdbe89b06ca7bb71016\tests\gis_tests\test_data.py,snapshots,f38c3cbadcb2b1bf77057cdbe89b06ca7bb71016\tests\gis_tests\test_data.py,,1,0,0
snapshots\f387d024fc75569d2a4a338bfda76cc2f328f627\tests\expressions_window\tests.py,snapshots,f387d024fc75569d2a4a338bfda76cc2f328f627\tests\expressions_window\tests.py,,1,0,0
snapshots\f387d024fc75569d2a4a338bfda76cc2f328f627\django\db\models\sql\where.py,snapshots,f387d024fc75569d2a4a338bfda76cc2f328f627\django\db\models\sql\where.py,,1,0,0
snapshots\f387d024fc75569d2a4a338bfda76cc2f328f627\django\db\models\expressions.py,snapshots,f387d024fc75569d2a4a338bfda76cc2f328f627\django\db\models\expressions.py,,1,0,0
snapshots\f387d024fc75569d2a4a338bfda76cc2f328f627\django\db\models\fields\related_lookups.py,snapshots,f387d024fc75569d2a4a338bfda76cc2f328f627\django\db\models\fields\related_lookups.py,,1,0,0
snapshots\f387d024fc75569d2a4a338bfda76cc2f328f627\django\db\backends\mysql\compiler.py,snapshots,f387d024fc75569d2a4a338bfda76cc2f328f627\django\db\backends\mysql\compiler.py,,1,0,0
snapshots\f387d024fc75569d2a4a338bfda76cc2f328f627\django\db\models\sql\compiler.py,snapshots,f387d024fc75569d2a4a338bfda76cc2f328f627\django\db\models\sql\compiler.py,,1,0,0
snapshots\f38458fe56bf8850da72a924bd2e8ff59c6adf06\tests\test_utils\tests.py,snapshots,f38458fe56bf8850da72a924bd2e8ff59c6adf06\tests\test_utils\tests.py,,1,0,0
snapshots\f38458fe56bf8850da72a924bd2e8ff59c6adf06\django\test\html.py,snapshots,f38458fe56bf8850da72a924bd2e8ff59c6adf06\django\test\html.py,,1,0,0
snapshots\f3825248a2327b47798b358c96cfb183dcb49418\django\middleware\csrf.py,snapshots,f3825248a2327b47798b358c96cfb183dcb49418\django\middleware\csrf.py,,1,0,0
snapshots\f3825ee0503b7077da98719481eb9ac61ce4ef48\tests\auth_tests\test_views.py,snapshots,f3825ee0503b7077da98719481eb9ac61ce4ef48\tests\auth_tests\test_views.py,,1,0,0
snapshots\f3822d4ab005ac5db9000ed384519edfd5bbc041\tests\gis_tests\geos_tests\test_io.py,snapshots,f3822d4ab005ac5db9000ed384519edfd5bbc041\tests\gis_tests\geos_tests\test_io.py,,1,0,0
snapshots\f3822d4ab005ac5db9000ed384519edfd5bbc041\django\contrib\gis\geos\prototypes\io.py,snapshots,f3822d4ab005ac5db9000ed384519edfd5bbc041\django\contrib\gis\geos\prototypes\io.py,,1,0,0
snapshots\f37face331f21cb8af70fc4ec101ec7b6be1f63e\django\db\models\expressions.py,snapshots,f37face331f21cb8af70fc4ec101ec7b6be1f63e\django\db\models\expressions.py,,1,0,0
snapshots\f37face331f21cb8af70fc4ec101ec7b6be1f63e\tests\expressions\tests.py,snapshots,f37face331f21cb8af70fc4ec101ec7b6be1f63e\tests\expressions\tests.py,,1,0,0
snapshots\f359990e4909db8722820849d61a6f5724338723\tests\migrations\test_operations.py,snapshots,f359990e4909db8722820849d61a6f5724338723\tests\migrations\test_operations.py,,1,0,0
snapshots\f35ab74752adb37138112657c1bc8b91f50e799b\django\utils\dateparse.py,snapshots,f35ab74752adb37138112657c1bc8b91f50e799b\django\utils\dateparse.py,,1,0,0
snapshots\f359990e4909db8722820849d61a6f5724338723\django\db\backends\base\schema.py,snapshots,f359990e4909db8722820849d61a6f5724338723\django\db\backends\base\schema.py,,1,0,0
snapshots\f345c9fb3e6bcc1ad78fead35fc17eaf8133fed5\tests\sitemaps_tests\test_http.py,snapshots,f345c9fb3e6bcc1ad78fead35fc17eaf8133fed5\tests\sitemaps_tests\test_http.py,,1,0,0
snapshots\f333e3513e8bdf5ffeb6eeb63021c230082e6f95\tests\model_fields\models.py,snapshots,f333e3513e8bdf5ffeb6eeb63021c230082e6f95\tests\model_fields\models.py,,1,0,0
snapshots\f333e3513e8bdf5ffeb6eeb63021c230082e6f95\tests\invalid_models_tests\test_ordinary_fields.py,snapshots,f333e3513e8bdf5ffeb6eeb63021c230082e6f95\tests\invalid_models_tests\test_ordinary_fields.py,,1,0,0
snapshots\f345c9fb3e6bcc1ad78fead35fc17eaf8133fed5\tests\sitemaps_tests\urls\http.py,snapshots,f345c9fb3e6bcc1ad78fead35fc17eaf8133fed5\tests\sitemaps_tests\urls\http.py,,1,0,0
snapshots\f333e3513e8bdf5ffeb6eeb63021c230082e6f95\tests\migrations\test_operations.py,snapshots,f333e3513e8bdf5ffeb6eeb63021c230082e6f95\tests\migrations\test_operations.py,,1,0,0
snapshots\f333e3513e8bdf5ffeb6eeb63021c230082e6f95\tests\model_fields\test_generatedfield.py,snapshots,f333e3513e8bdf5ffeb6eeb63021c230082e6f95\tests\model_fields\test_generatedfield.py,,1,0,0
snapshots\f333e3513e8bdf5ffeb6eeb63021c230082e6f95\django\db\models\base.py,snapshots,f333e3513e8bdf5ffeb6eeb63021c230082e6f95\django\db\models\base.py,,1,0,0
snapshots\f333e3513e8bdf5ffeb6eeb63021c230082e6f95\django\db\models\__init__.py,snapshots,f333e3513e8bdf5ffeb6eeb63021c230082e6f95\django\db\models\__init__.py,,1,0,0
snapshots\f333e3513e8bdf5ffeb6eeb63021c230082e6f95\django\db\models\query.py,snapshots,f333e3513e8bdf5ffeb6eeb63021c230082e6f95\django\db\models\query.py,,1,0,0
snapshots\f333e3513e8bdf5ffeb6eeb63021c230082e6f95\django\db\models\fields\generated.py,snapshots,f333e3513e8bdf5ffeb6eeb63021c230082e6f95\django\db\models\fields\generated.py,,1,0,0
snapshots\f333e3513e8bdf5ffeb6eeb63021c230082e6f95\django\db\models\fields\__init__.py,snapshots,f333e3513e8bdf5ffeb6eeb63021c230082e6f95\django\db\models\fields\__init__.py,,1,0,0
snapshots\f333e3513e8bdf5ffeb6eeb63021c230082e6f95\django\db\models\query_utils.py,snapshots,f333e3513e8bdf5ffeb6eeb63021c230082e6f95\django\db\models\query_utils.py,,1,0,0
snapshots\f333e3513e8bdf5ffeb6eeb63021c230082e6f95\django\db\backends\base\features.py,snapshots,f333e3513e8bdf5ffeb6eeb63021c230082e6f95\django\db\backends\base\features.py,,1,0,0
snapshots\f333e3513e8bdf5ffeb6eeb63021c230082e6f95\django\db\backends\base\schema.py,snapshots,f333e3513e8bdf5ffeb6eeb63021c230082e6f95\django\db\backends\base\schema.py,,1,0,0
snapshots\f333e3513e8bdf5ffeb6eeb63021c230082e6f95\django\db\models\sql\subqueries.py,snapshots,f333e3513e8bdf5ffeb6eeb63021c230082e6f95\django\db\models\sql\subqueries.py,,1,0,0
snapshots\f333e3513e8bdf5ffeb6eeb63021c230082e6f95\django\db\backends\mysql\features.py,snapshots,f333e3513e8bdf5ffeb6eeb63021c230082e6f95\django\db\backends\mysql\features.py,,1,0,0
snapshots\f333e3513e8bdf5ffeb6eeb63021c230082e6f95\django\db\backends\oracle\features.py,snapshots,f333e3513e8bdf5ffeb6eeb63021c230082e6f95\django\db\backends\oracle\features.py,,1,0,0
snapshots\f333e3513e8bdf5ffeb6eeb63021c230082e6f95\django\db\backends\postgresql\features.py,snapshots,f333e3513e8bdf5ffeb6eeb63021c230082e6f95\django\db\backends\postgresql\features.py,,1,0,0
snapshots\f333e3513e8bdf5ffeb6eeb63021c230082e6f95\django\db\backends\sqlite3\features.py,snapshots,f333e3513e8bdf5ffeb6eeb63021c230082e6f95\django\db\backends\sqlite3\features.py,,1,0,0
snapshots\f333e3513e8bdf5ffeb6eeb63021c230082e6f95\django\db\backends\sqlite3\schema.py,snapshots,f333e3513e8bdf5ffeb6eeb63021c230082e6f95\django\db\backends\sqlite3\schema.py,,1,0,0
snapshots\f333e3513e8bdf5ffeb6eeb63021c230082e6f95\django\db\backends\sqlite3\introspection.py,snapshots,f333e3513e8bdf5ffeb6eeb63021c230082e6f95\django\db\backends\sqlite3\introspection.py,,1,0,0
snapshots\f3112fde981052801e0c2121027424496c03efdf\tests\aggregation\tests.py,snapshots,f3112fde981052801e0c2121027424496c03efdf\tests\aggregation\tests.py,,1,0,0
snapshots\f3112fde981052801e0c2121027424496c03efdf\django\db\models\sql\compiler.py,snapshots,f3112fde981052801e0c2121027424496c03efdf\django\db\models\sql\compiler.py,,1,0,0
snapshots\f30c7e381c94f41d361877d8a3e90f8cfb391709\tests\contenttypes_tests\test_models.py,snapshots,f30c7e381c94f41d361877d8a3e90f8cfb391709\tests\contenttypes_tests\test_models.py,,1,0,0
snapshots\f30b527f170fd4ec9bf10b5012e1ef79776a8f8e\django\urls\base.py,snapshots,f30b527f170fd4ec9bf10b5012e1ef79776a8f8e\django\urls\base.py,,1,0,0
snapshots\f3112fde981052801e0c2121027424496c03efdf\django\db\models\sql\query.py,snapshots,f3112fde981052801e0c2121027424496c03efdf\django\db\models\sql\query.py,,1,0,0
snapshots\f30b527f170fd4ec9bf10b5012e1ef79776a8f8e\tests\urlpatterns_reverse\tests.py,snapshots,f30b527f170fd4ec9bf10b5012e1ef79776a8f8e\tests\urlpatterns_reverse\tests.py,,1,0,0
snapshots\f2f6046c0f92ff1faed057da0711ac478eef439c\tests\gis_tests\test_geoforms.py,snapshots,f2f6046c0f92ff1faed057da0711ac478eef439c\tests\gis_tests\test_geoforms.py,,1,0,0
snapshots\f2dd652245987465754c7242b60ccaba03a20f06\tests\view_tests\urls.py,snapshots,f2dd652245987465754c7242b60ccaba03a20f06\tests\view_tests\urls.py,,1,0,0
